"Name","Phone","Rating","Votes","Locality","City"
"HDFC Bank Ltd","+ 91  9357135091","","0","Arahat Bazar","Dehradun"
"A-Mann Bike Point 2","+ 91  9564058040","3.9","34","Prem Nagar","Dehradun"
"3 Pyramids","+ 91  8065487046","3.8","463","Dehradun City","Dehradun"
"Fairdeal Chemists","+ 91  13570787695","3.8","16","Rajpur Road","Dehradun"
"Yummy 2 Tummy","+ 91  886256696","4.4","16","Clement Town","Dehradun"
"5 Star Fish Aquarium","+ 91  7835180206","","0","Dehradun City","Dehradun"
"4 Colour Print Soultions","+ 91  013593819765","3.9","15","Dehradun City","Dehradun"
"Laxmi Narayan Chemist","","","0","Dehradun City","Dehradun"
"5 Star","+ 91  8964793126","","0","Dehradun City","Dehradun"
"Chawla Chicken","+ 91  894643434","3.7","86","Race Course","Dehradun"
"Chawlas2","+ 91  9020189641","2.7","50","Rajpur Road","Dehradun"
"Head 2 Toe Unisex Spa","+ 91  7888295465","3.8","2","Dehradun City","Dehradun"
"State Bank Of India   Region 4","+ 91  13512188084","5.0","1","Dehradun City","Dehradun"
"Anganwadi  Amarnath Colony- 5","+ 91  9781397572","","0","Dehradun Kty","Dehradun"
"Wheels 2 Go","+ 91  9140194610","4.8","85","Dehradun City","Dehradun"
"5 Star Drycleaners","+ 91  8446959214","","0","Dehradun City","Dehradun"
"City Chemist","+ 91  9764770065","4.6","26","Dehradun City","Dehradun"
"Level 4 Lounge & Sun Bun Cafe","+ 91  9837622249","3.8","2","Dehradun City","Dehradun"
"5 Star Butter Omlett & Fast Food","+ 91  8735405241","","0","Clement Town","Dehradun"
"Chug Brothers Chemist","+ 91  9882526632","4.0","4","Dehradun City","Dehradun"
"Wheels 2 Go","+ 91  013565304797","4.8","85","Dehradun City","Dehradun"
"4 Wheel Drive","+ 91  9969460263","4.1","23","Dehradun City","Dehradun"
"RK Enterprises Chemist","+ 91  13566458840","4.6","86","Rajpur Road","Dehradun"
"Bbn Chemist","+ 91  9791546905","4.8","42","Dehradun City","Dehradun"
"4 Color Print Solution","+ 91  973037874","5.0","1","Dehradun City","Dehradun"
"United India Insurance Co Ltd B0 2","+ 91  13517401067","","0","Saharanpur Chowk","Dehradun"
"4 Dimension Infratech","+ 91  8740304369","5.0","3","Dehradun City","Dehradun"
"3 Art Studio","+ 91  7342517471","","0","Selaqui","Dehradun"
"5 Keys Studio","+ 91  704999142","4.8","5","Karanpur","Dehradun"
"4 Fit Living","+ 91  7032171207","4.8","9","Dalanwala","Dehradun"
"5 Core","+ 91  9721515145","","0","Dehradun City","Dehradun"
"Jobs 4 You","+ 91  9157903528","3.5","2","Patel Nagar","Dehradun"
"5 Star Shud Shakahari Restaurant","+ 91  7882688511","","0","Isbt ","Dehradun"
"Novo Pharma Chemist","+ 91  9827670069","4.0","1","Dehradun City","Dehradun"
"The 3 Pines Cafe","+ 91  9121021138","3.9","54","Dehradun City","Dehradun"
"5 Hill Valley","+ 91  9840212041","3.8","45","Prem Nagar","Dehradun"
"Upes Boys Hostel Tower 3 Khandoli Campus","+ 91  9959999453","4.0","67","Pondha","Dehradun"
"3 And Travel","+ 91  8834386841","","0","Patel Nagar","Dehradun"
"WE 3 FILMS & TV PRODUCTION","+ 91  8948917822","5.0","1","LAST BALBIR ROAD BRIDGE","Dehradun"
"Dehradun Chemist","+ 91  7011464018","4.5","2","Dehradun City","Dehradun"
"The 3 Cafeteers","+ 91  8220779340","4.5","2","Dehradun City","Dehradun"
"Fair Deal Chemists","+ 91  13585715065","3.7","43","Rajpur Road","Dehradun"
"Five Star Dhaba","+ 91  9784085575","3.5","2","Morowala","Dehradun"
"Four Point By Sheraton","+ 91  01354489538","4.1","4321","Rajpur Road","Dehradun"
"Bhadas 4 India","+ 91  9829248280","5.0","1","Dehradun City","Dehradun"
"Head 2 Toe Unisex Spa","+ 91  9779287598","3.9","4","Dehradun City","Dehradun"
"Doon Chemist","","","0","Dehradun City","Dehradun"
"Head 2 Toe","+ 91  912778425","5.0","8","Clement Town","Dehradun"
"3 Eye Cafe And Restaurant","+ 91  957977367","","0","Rajpur Road","Dehradun"
"Vision 3 INDIA","+ 91  9340757597","5.0","1","Vikas Nagar Dehradun","Dehradun"
