"Name","Phone","Rating","Votes","Locality","City"
"5 Tara Dhaba","+ 91  8283532384","","0","Near curo mall","Jalandhar"
"Chocolates 4 You","+ 91  181792211","4.9","61","Model Town","Jalandhar"
"Morning 2 Night","+ 91  9740102678","3.3","15","","Jalandhar"
"5 Star cakes & bakes","+ 91  888792415","5.0","1","Jalandhar City","Jalandhar"
"Popular Chemist","+ 91  1818188383","4.3","12","Jalandhar City","Jalandhar"
"S. V  Chemists","+ 91  18166130739","4.3","7","Model Town","Jalandhar"
"Glaxy Chemists & Druggists","+ 91  965283473","3.0","2","Jalandhar City","Jalandhar"
"4 Square Logic","+ 91  8671701939","5.0","20","Near Railway Lines","Jalandhar"
"4 Square Logic It Solutions","+ 91  18114815670","5.0","8","Amandeep Avenue ","Jalandhar"
"4 Marla Associates (Closed Down)","","3.5","1","Jalandhar City","Jalandhar"
"Amar Chemists And Druggists","+ 91  9849610592","4.7","7","Jalandhar City","Jalandhar"
"Fat 2 Fit Gym","+ 91  9643022584","3.8","54","Jalandhar Cantt","Jalandhar"
"Kalia Chemists","+ 91  18191353051","5.0","3","Jalandhar City","Jalandhar"
"Pets 2 Home","+ 91  9179513924","3.8","38","Model Town","Jalandhar"
"Season 2 Salon","+ 91  18164467876","5.0","3","Model House","Jalandhar"
"Ady 5","+ 91  8332934070","","0","Sodal Road","Jalandhar"
"3 Way Dhaba","+ 91  9738364023","","0","NEAR NANI CHA CHOWK ","Backside Bala Ji Mandir"
"3 Ark Printers","+ 91  7696388809","","0","Bhagat Bazar","Jalandhar"
"Winglish 2 English","+ 91  18185269067","4.7","82","Jalandhar City","Jalandhar"
"Damp 2 Decor","+ 91  9117711000","5.0","4","Jalandhar City","Jalandhar"
"5 Star Saloon","+ 91  9771580599","4.8","7","Kishanpur","Jalandhar"
"5 Rivers International","+ 91  018112986113","2.8","33","Jalandhar City","Jalandhar"
"4 Genius Minds","+ 91  9897005974","3.0","2","Phagwara","Jalandhar"
"Table No. 4 Catrers","+ 91  7837111349","4.9","11","Gopal Nagar","Jalandhar"
"Dogra Chemists","+ 91  018141109237","4.2","6","Jalandhar City","Jalandhar"
"Liquour Adda 5","+ 91  9681211661","3.6","23","Model Town","Jalandhar"
"Dream 2 Destination Consultancy","+ 91  9144489221","5.0","4","Jalandhar City","Jalandhar"
"4 Way Taxi Services","+ 91  9261387343","3.9","67","Jalandhar City","Jalandhar"
"Grover bros. chemists","+ 91  9851042543","3.5","2","Jalandhar City","Jalandhar"
"Gupta Chemist","+ 91  7649163151","5.0","2","Jalandhar City","Jalandhar"
"Kendriya Vidyalaya No 4","+ 91  18170756367","2.8","2","Jalandhar City","Jalandhar"
"Adda Liquour 5","+ 91  7951010255","","0","Jalandhar City","Jalandhar"
"Abadpura Park - 2","+ 91  9841840261","3.9","49","Model Town","Jalandhar"
"Beas Hostel Number 3","+ 91  7090674073","","0","","Jalandhar"
"Outpost 2","+ 91  8834855470","4.4","86","Mithapur","Jalandhar"
"Reliance Jio 2","+ 91  7041523001","2.9","32","","Jalandhar"
"Group 4 Security","","5.0","4","Model Town","Jalandhar"
"Fairdeal Chemists","+ 91  018129775104","3.3","4","Jalandhar City","Jalandhar"
"3 Star Geneal Store","+ 91  7383377535","","0","Opposite to Red Apple","Jalandhar"
"3 Star Finance","+ 91  9427862728","","0","Malsian Jalandhar","Jalandhar"
"3 Ark Business Solutions","+ 91  9821154572","","0","","Jalandhar"
"Police Station Div No. 4","+ 91  18161520337","2.7","18","Jalandhar City","Jalandhar"
"Chopra Brothers Chemist & Druggist","+ 91  18187518408","5.0","1","Jalandhar City","Jalandhar"
