"Name","Phone","Rating","Votes","Locality","City"
"Morning 2 Night","+ 91  9748592315","3.3","15","","Jalandhar"
"4 Square Logic","+ 91  8617857579","5.0","20","Near Railway Lines","Jalandhar"
"Pharma Ceuticals & Indl","+ 91  18137663865","2.5","1","","Jalandhar"
"Glen Pharma","+ 91  9819517091","","0","Adarsh Nagar","Jalandhar"
"Pharma Cure Laboratories","+ 91  9845530708","4.0","4","Garha","Jalandhar"
"Pharma Cure Laboratories","+ 91  9867396351","4.0","4","Garha","Jalandhar"
"Ess Ess Pharma","+ 91  018174503967","3.8","6","Jalandhar City","Jalandhar"
"5 Star Saloon","+ 91  9780411022","4.8","7","Kishanpur","Jalandhar"
"Reliance Jio 2","+ 91  7093897667","2.9","32","","Jalandhar"
"Vets Pharma Ltd","+ 91  18174306876","3.0","1","Jalandhar City","Jalandhar"
"Pharma & General Merchants","+ 91  18188231024","5.0","1","","Jalandhar"
"Standard Pharma","+ 91  7535998422","4.3","6","Basti Sheikh","Jalandhar"
"Vets Pharma Ltd","+ 91  18163385020","3.0","1","Jalandhar City","Jalandhar"
"Glen Pharma","+ 91  9821676990","","0","Adarsh Nagar","Jalandhar"
"5 Rivers International","+ 91  018124598755","2.8","33","Jalandhar City","Jalandhar"
"Pets 2 Home","+ 91  9197296852","3.8","38","Model Town","Jalandhar"
"Puri Pharma & Puri Clinical Laboratory","+ 91  988495221","4.0","15","Pratap Nagar","Jalandhar"
"Pharma Ceuticals & Indl","+ 91  18173998568","2.5","1","","Jalandhar"
"Bhartiya Pharma Distributors","+ 91  18195307055","","0","","Jalandhar"
"Glen Pharma","+ 91  9873753655","","0","Adarsh Nagar","Jalandhar"
"Trover Pharma Machine","+ 91  018170983909","4.7","3","Jalandhar City","Jalandhar"
"4 Way Taxi Services","+ 91  9264565059","3.9","67","Jalandhar City","Jalandhar"
"Pharma Cure Laboratories","+ 91  9837994694","4.0","4","Garha","Jalandhar"
"Trover Pharma Machine","+ 91  018140804810","4.7","3","Jalandhar City","Jalandhar"
"Puri Pharma & Puri Clinical Laboratory","+ 91  9837290918","4.0","15","Pratap Nagar","Jalandhar"
"Trover Pharma Machine","+ 91  018158742896","4.7","3","Jalandhar City","Jalandhar"
"Dream 2 Destination Consultancy","+ 91  9174121790","5.0","4","Jalandhar City","Jalandhar"
"Medic Pharma","+ 91  9294603698","4.1","6","Civil Lines","Jalandhar"
"Pharma Ceuticals & Indl","+ 91  18195122323","2.5","1","","Jalandhar"
"Pharma Cure Laboratories","+ 91  9861677998","4.0","4","Garha","Jalandhar"
"Trover Pharma Machine","+ 91  018115119100","4.7","3","Jalandhar City","Jalandhar"
"Damp 2 Decor","+ 91  9148801521","5.0","4","Jalandhar City","Jalandhar"
"Police Station Div No. 4","+ 91  1819819468","2.7","18","Jalandhar City","Jalandhar"
"Pharma Cure Laboratories","+ 91  9873353766","4.0","4","Garha","Jalandhar"
"Chocolates 4 You","+ 91  18158246175","4.9","61","Model Town","Jalandhar"
"Kendriya Vidyalaya No 4","+ 91  18151809952","2.8","2","Jalandhar City","Jalandhar"
"Pharma Ceuticals & Indl","+ 91  18153760240","2.5","1","","Jalandhar"
"Pharma Ceuticals & Indl","+ 91  18131623016","2.5","1","","Jalandhar"
"Vets Pharma Ltd","+ 91  18166213971","3.0","1","Jalandhar City","Jalandhar"
"Airtel-Payment Bank Distributor","+ 91  996695196","5.0","1","Central Town","Jalandhar"
"Raja Ram & Sons Distributors","+ 91  973795894","5.0","2","Jalandhar","Jalandhar"
"Season 2 Salon","+ 91  18185696188","5.0","3","Model House","Jalandhar"
"Fat 2 Fit Gym","+ 91  9677516372","3.8","54","Jalandhar Cantt","Jalandhar"
"Pharma & General Merchants","+ 91  1815509860","5.0","1","","Jalandhar"
"Bhartiya Pharma Distributors","+ 91  9849335615","","0","Civil Lines","Jalandhar"
"Medichem Distributor","+ 91  18113432804","5.0","1","Jalandhar City","Jalandhar"
"Glen Pharma","+ 91  9845508602","","0","Adarsh Nagar","Jalandhar"
"Liquour Adda 5","+ 91  9652677108","3.6","23","Model Town","Jalandhar"
"Vets Pharma Ltd","+ 91  18183888199","3.0","1","Jalandhar City","Jalandhar"
"Vets Pharma Ltd","+ 91  1817419318","3.0","1","Jalandhar City","Jalandhar"
