"Name","Phone","Rating","Votes","Locality","City"
"Bains Dairy Farm","+ 91  9958270375","4.3","6","","Pathankot"
"Talk 2 Me Communication","+ 91  9822471761","3.9","22","Near Kali Mata Mandir","Pathankot"
"Shri Guru Teg Bhadur Dairy","+ 91  9837602783","3.5","4","Dhangu Road","Pathankot"
"Forever Living Products (Flp)Usa","+ 91  7642097669","","0","Pathankot","Pathankot"
"Kumar Steel Products","+ 91  18664095221","2.0","2","","Pathankot"
"Bharat Distributors","+ 91  9186000581","4.2","170","Pathankot","Pathankot"
"dairy","+ 91  8839573997","","0","","Pathankot"
"Dairy Products","+ 91  18644728379","","0","Pathankot","Pathankot"
"Mahalakshmi Food Products","+ 91  018663632229","4.3","5","Near Fine Card Shop Maan Market","Pathankot"
"Forever Living Products (Flp)Usa","+ 91  7682199903","","0","Pathankot","Pathankot"
"Harchand Dairy and Store","","5.0","1","Municipal Colony","Pathankot"
"Forever Living Products (Flp)Usa","+ 91  761442596","","0","Pathankot","Pathankot"
"Kumar Steel Products","+ 91  18659711535","2.0","2","","Pathankot"
"Harchand Dairy and Store","","5.0","1","Municipal Colony","Pathankot"
"Mahalakshmi Food Products","+ 91  018633031240","4.3","5","Near Fine Card Shop Maan Market","Pathankot"
"Shri Guru Teg Bhadur Dairy","+ 91  9888350831","3.5","4","Dhangu Road","Pathankot"
"Glacier Products India Pvt Ltd","+ 91  18635320239","","0","Mission Road","Pathankot"
"dairy","+ 91  8813794911","","0","","Pathankot"
"Forever Living Products (Flp)Usa","+ 91  767393808","","0","Pathankot","Pathankot"
"Dairy Products","+ 91  18667557609","","0","Pathankot","Pathankot"
"Dairy Products","+ 91  18665715322","","0","Pathankot","Pathankot"
"Shri Guru Teg Bhadur Dairy","+ 91  9810027909","3.5","4","Dhangu Road","Pathankot"
"Bains Dairy Farm","+ 91  9982656554","4.3","6","","Pathankot"
"Forever Living Products (Flp)Usa","+ 91  7640183678","","0","Pathankot","Pathankot"
"Seerat Indane Gas Distributor","+ 91  9891827508","3.3","8","","Pathankot"
"Dairy Products","+ 91  18682071503","","0","Pathankot","Pathankot"
"Glacier Products India Pvt Ltd","+ 91  18656605138","","0","Mission Road","Pathankot"
"Glacier Products India Pvt Ltd","+ 91  18634421449","","0","Mission Road","Pathankot"
"Mahalakshmi Food Products","+ 91  018693776518","4.3","5","Near Fine Card Shop Maan Market","Pathankot"
"Glacier Products India Pvt Ltd","+ 91  18671945095","","0","Mission Road","Pathankot"
"Herbalife Independent Distributor","+ 91  9445960936","3.2","26","Abrol Nagar","Pathankot"
"Shri Guru Teg Bhadur Dairy","+ 91  9898082848","3.5","4","Dhangu Road","Pathankot"
"dairy","+ 91  8826315861","","0","","Pathankot"
"Kumar Steel Products","+ 91  18659181003","2.0","2","","Pathankot"
"Bharat Distributors","+ 91  9189139220","4.2","170","Pathankot","Pathankot"
"Mahalakshmi Food Products","+ 91  018611839173","4.3","5","Near Fine Card Shop Maan Market","Pathankot"
"dairy","+ 91  8842946175","","0","","Pathankot"
"Bains Dairy Farm","+ 91  9970459806","4.3","6","","Pathankot"
"Glacier Products India Pvt Ltd","+ 91  18646587570","","0","Mission Road","Pathankot"
"dairy","+ 91  8899620546","","0","","Pathankot"
"Pvr-2","+ 91  01863133525","4.6","5","Dalhousie Road-Pathankot","Pathankot"
"Dairy Products","+ 91  18686985570","","0","Pathankot","Pathankot"
"Bains Dairy Farm","+ 91  9972287146","4.3","6","","Pathankot"
"Talk 2 Me Communication","+ 91  9821731441","","0","","Pathankot"
"Mahalakshmi Food Products","+ 91  018618513206","4.3","5","Near Fine Card Shop Maan Market","Pathankot"
"Page 3 Unisex Salon & Spa","+ 91  9796670708","4.0","278","Pathankot","Pathankot"
"Harchand Dairy and Store","","5.0","1","Municipal Colony","Pathankot"
"Fuelz 4 musclez","+ 91  7552203341","4.4","4","Mission Road","Pathankot"
"Bains Dairy Farm","+ 91  9925467321","4.3","6","","Pathankot"
"Sartaz Dairy","+ 91  944720632","5.0","1","Pathankot","Pathankot"
