"Name","Phone","Rating","Votes","Locality","City"
"Glacier Products India Pvt Ltd","+ 91  1866119464","","0","Mission Road","Pathankot"
"Herbalife Independent Distributor","+ 91  9423926466","3.2","26","Abrol Nagar","Pathankot"
"Raman dairy ","+ 91  8577876485","","0","Dhangu Road","Pathankot"
"Bharat Distributors","+ 91  9196861222","4.2","170","Pathankot","Pathankot"
"Seerat Indane Gas Distributor","+ 91  9875262498","3.3","8","","Pathankot"
"Ram Dev Dairy","+ 91  7376702890","","0","Pathankot","Pathankot"
"Forever Living Products (Flp)Usa","+ 91  7652353865","","0","Pathankot","Pathankot"
"dairy","+ 91  8869566898","","0","","Pathankot"
"Joginder Dairy","+ 91  8014144736","","0","Pathankot","Pathankot"
"Bharat Distributors","+ 91  9197685998","4.2","170","Pathankot","Pathankot"
"Shri Guru Teg Bhadur Dairy","+ 91  9877714915","3.5","4","Dhangu Road","Pathankot"
"Dairy Products","+ 91  1868341839","","0","Pathankot","Pathankot"
"Amul Ice Cream Parlour","+ 91  6240420300","4.9","5","Pathankot","Pathankot"
"Baba Dairy","+ 91  8812442277","","0","Abrol Nagar","Pathankot"
"Bains Dairy Farm","+ 91  9994197038","4.3","6","","Pathankot"
"Chawla","+ 91  988297126","4.5","4","Pathankot","Pathankot"
"Vansh Sweet Shop","+ 91  9821497885","3.8","26","Pathankot","Pathankot"
"Chawla Dairy","+ 91  9831730133","","0","Pathankot","Pathankot"
