"Name","Phone","Rating","Votes","Locality","City"
"Ocean Medicos","+ 91  9872751229","3.0","2","Pathankot","Pathankot"
"Rosewell Medicos","+ 91  9825223196","2.5","1","Pathankot","Pathankot"
"Ambika Medicos","","","0","","Pathankot"
"Sanjeevani Satellite Lab And Medical Hall","+ 91  9610329328","2.5","3","Dhangu Road","Pathankot"
"Sonu Auto Dealer","+ 91  9819206217","3.9","6","Pathankot","Pathankot"
"Vikas Medical Store","+ 91  018663732488","","0","Near pnb bank","Pathankot"
"Puri Medical Stores","+ 91  18614443025","4.1","24","Pathankot","Pathankot"
"Bharat Medical Agencies","+ 91  9942956566","","0","Pathankot","Pathankot"
"Atul Agencies","+ 91  18612430884","","0","Mission Road","Pathankot"
"Gopal Sons Chemist","+ 91  18688184618","3.0","2","Pathankot","Pathankot"
"Jagdamba Medical Store","+ 91  18648481263","5.0","2","Village Bamial","Near Bus Stand"
"Inder Medical Store Pvt Ltd.","+ 91  18638358113","4.7","26","Pathankot","Pathankot"
"Jatin Homeo  Store","+ 91  7352079789","","0","Dhangu Road","Pathankot"
"Sagar Medicos","","","0","Pathankot","Pathankot"
"Sonu Auto Dealer","+ 91  9834005959","3.9","6","Pathankot","Pathankot"
"Unique Agencies","+ 91  9442722688","","0","Dhangu Road","Pathankot"
"Rakesh Medical Store","+ 91  9981075658","","0","Pathankot","Pathankot"
"Khosla Medicos","+ 91  18653202253","","0","Pathankot","Pathankot"
"Mehta Medical Store","+ 91  18625718283","5.0","2","Opp Pyare LAL Petrol Pump","Pathankot"
"Dass Chemist","+ 91  9892922768","","0","Pathankot","Pathankot"
"Manoj Medical Store","+ 91  9875092668","","0","Pathankot","Pathankot"
"Rooplal Puri & Sons","+ 91  18693125001","4.4","45","Dhangu Road","Pathankot"
"Vikram Agencies","+ 91  018694446455","3.0","1","Dhangu Road","Pathankot"
"Gaurav Medico","+ 91  9090512504","","0","Pathankot","Pathankot"
"Kalu Kabaria Scrap And Waste Dealer","+ 91  9037253506","5.0","20","Behind Peer Baba Mandir","Pathankot"
"Shri Ganesh Auto Dealer","+ 91  7646060910","4.8","2","Pathankot","Pathankot"
"Kiran Medical Stores","+ 91  01869034617","4.0","1","","Pathankot"
"Radhika Medicine Centre","+ 91  9470648511","4.5","1","Opposite Punjab Gramin Bank","Pathankot"
"Human Care Pharma","+ 91  9851541133","4.8","2","","Pathankot"
"Radhika Medicine Centre","+ 91  9449891638","4.5","1","Opposite Punjab Gramin Bank","Pathankot"
"Nayyar Auto Dealer","+ 91  9741342955","4.5","3","Mission Road","Pathankot"
"Kashyap Medical Store","+ 91  9859881862","","0","Pathankot","Pathankot"
"Preet Puran Sons","+ 91  18662301281","5.0","1","Pathankot","Pathankot"
"Om Medicine Centre","+ 91  9473739650","4.3","3","Pathankot","Pathankot"
"Galaxy Chemist & Druggist","","3.9","6","Pathankot","Pathankot"
"Mahajan Drug House","+ 91  018647414082","","0","","Pathankot"
"Ashoka Medical Store","+ 91  018657174411","4.8","5","Dhangu Road","Pathankot"
"Mahajan Medical Store","+ 91  9815188986","5.0","2","Pathankot","Pathankot"
"Mahajan Medical Agencies","+ 91  18674932667","3.0","1","P O Chowk","Main Bazar"
"Insha Pharmaceuticals","+ 91  988017380","4.8","12","Pathankot","Pathankot"
"Om Medicine Centre","+ 91  9418939309","4.3","3","Pathankot","Pathankot"
"Nayyar Auto Dealer","+ 91  9773912158","4.5","3","Mission Road","Pathankot"
"Om Medicine Centre","+ 91  944079686","4.3","3","Pathankot","Pathankot"
"Ram Chand & Sons","+ 91  981843267","3.9","5","Dhangu Road","Pathankot"
