"Name","Phone","Rating","Votes","Locality","City"
"Sukh Darshan Pharmacy Pvt. Ltd.","+ 91  9151086786","4.3","14","Rai","Sonepat"
"Kiama Lifesciences","+ 91  9174514609","5.0","6","Panchkula Industrial Area Phase 2","Chandigarh"
"Shri Sai Balaji Pharmatech Pvt. Ltd.","+ 91  9130732065","4.2","27","Mdc Sector 5","Chandigarh"
"Pharmahopers.com","+ 91  9155167222","4.6","113","Panchkula Sector 11","Chandigarh"
"Pharma Pcd Franchise By Prk Biotech","+ 91  9185986049","3.4","11","Mani Majra","Chandigarh"
"Healthkind Labs Pvt Ltd","+ 91  9151906427","4.4","7","","Chandigarh"
"Pcd Pharma Franchise By Sb Lifesciences","+ 91  9116146192","4.1","51","Panchkula Industrial Area Phase 2","Chandigarh"
"Jsr Group","+ 91  9415163044","4.2","69","Amritsar Gpo","Amritsar"
"Cynak Healthcare","+ 91  9135206159","4.7","3","Sonipat Sector 14","Sonepat"
"V Revive Medicure Pvt. Ltd.","+ 91  9137640355","4.4","28","Chandigarh","Chandigarh"
"Pharma Franchisee & Manufacturing by Saksham Pharmaceuticals India Ltd","+ 91  9148116612","4.3","38","Rajiv Nagar","Delhi"
"Pcd Pharma Franchise By Boffin Biotech Pvt Ltd","+ 91  8095089706","4.6","13","Near Balaji Battery","Sirmaur"
"Dev Lifesciences Pvt Ltd","+ 91  9354439559","4.2","193","Vasai West","Mumbai"
"Veecube Healthcare Pvt. Ltd.","+ 91  914182046","4.4","17","Panchkula Industrial Area Phase 1","Chandigarh"
"Pharma Pcd Franchise By Arrier Biotech","+ 91  17296662214","4.2","102","Mani Majra","Chandigarh"
"Pharma Franchise By Janus Biotech India Pvt Ltd","+ 91  9131791222","4.4","27","Raipur Kalan","Chandigarh"
"R Meditheco Formulations Pvt Ltd","+ 91  18678826921","","0","Pathankot","Pathankot"
"Sri Herb Asia Biotech","+ 91  9190334276","3.9","14","Balkalan","Amritsar"
"Lenit Pharmaceuticals","+ 91  018682437457","","0","Pathankot","Pathankot"
"Spruhaa Healthcare","+ 91  9154058437","4.3","4","Vashi Sector 17","Mumbai"
"Events Pharmaceuticals Pvt Ltd","+ 91  9168121204","3.4","8","Ambala City","Ambala"
"Flanca Life Sciences","+ 91  9131970888","4.3","24","Chandigarh","Chandigarh"
"Servocare Lifesciences Pvt. Ltd.","+ 91  9137521769","4.0","63","Panchkula Industrial Area Phase 1","Chandigarh"
"Alish Life Savings Impex Pvt Ltd","+ 91  9155764062","3.4","13","Andheri West","Mumbai"
"Bio Search Organics","+ 91  911630040","4.5","51","Ferozepur Road","Ludhiana"
"Deebee Brothers","+ 91  9185846041","4.7","15","Vasna","Ahmedabad"
