"Name","Phone","Rating","Votes","Locality","City"
"Bhushan Radio 2","+ 91  9633450103","4.3","107","Gandhinagar Jammu","Jammu"
"Godavri Pharma Surgicals","+ 91  949269446","","0","Jammu & Kashmir","Jammu"
"Bio Pharma Corporation","+ 91  9437569707","5.0","3","","Jammu"
"Parental Pharma Pvt.Ltd","+ 91  1916101576","3.0","2","Gangyal","Jammu"
"Accent Pharma","","4.6","4","Bari Brahmana","Jammu"
"Apple Pharma","+ 91  9275913091","3.8","2","City Chowk","Jammu"
"New J K Surgical","+ 91  9049521685","5.0","2","Below Hotel Jammu View","Jammu"
"Spicy Grillz 2","+ 91  9970081652","3.1","143","Channi Himmat","Jammu"
"Macmillon Pharma Limited","+ 91  19118262646","","0","Gandhinagar Jammu","Jammu"
"Studio Page 3 Salon","+ 91  9071081045","4.6","10","Above Pizza Hut","Opposite Bahu Plaza"
"Mastermind Classes  Centre 2","+ 91  19163303521","4.3","14","Jammu Ho","Jammu"
"I D Pharma","+ 91  19190572244","3.7","5","Hari Market","Jammu"
"Accent Pharma","","4.6","4","Bari Brahmana","Jammu"
"I D Pharma","+ 91  19185571553","3.7","5","Hari Market","Jammu"
"Bio Pharma Corporation","+ 91  9410005346","5.0","3","","Jammu"
"Apple Pharma","+ 91  19150875625","3.8","5","Jammu HO","Jammu"
"Macmillon Pharma Limited","+ 91  19164367186","","0","Gandhinagar Jammu","Jammu"
"Apple Pharma","+ 91  19126117775","3.8","5","Jammu HO","Jammu"
"Godavri Pharma Surgicals","+ 91  9476391816","","0","Jammu & Kashmir","Jammu"
"sawhney pharma","+ 91  9464771623","3.0","3","Jammu HO","Jammu"
"Apple Pharma","+ 91  19130120667","3.8","5","Jammu HO","Jammu"
"I D Pharma","+ 91  19127979411","3.7","5","Hari Market","Jammu"
"Cash Surgical & Pharmaceuticals","+ 91  19110503926","","0","Gandhinagar Jammu","Jammu"
"Unique Surgical And Artificial Limbs","+ 91  8438501068","","0","Gandhinagar Jammu","Jammu"
"I D Pharma","+ 91  19141250749","3.7","5","Hari Market","Jammu"
"Cost 2 cost computers","+ 91  9094487129","4.2","51","Jammu HO","Jammu"
"sawhney pharma","+ 91  9428337076","3.0","3","Jammu HO","Jammu"
"Macmillon Pharma Limited","+ 91  1919405159","","0","Gandhinagar Jammu","Jammu"
"Odell 4 Salon","+ 91  9697642622","4.5","4","Gandhinagar Jammu","Jammu"
"Chawlas 2 Jammu","+ 91  9787570204","3.6","132","Gandhinagar Jammu","Jammu"
"Godavri Pharma Surgicals","+ 91  9453427457","","0","Jammu & Kashmir","Jammu"
"sawhney pharma","+ 91  9479077424","3.0","3","Jammu HO","Jammu"
"Spicy Grillz 2 (Temporary Closed Down)","+ 91  9493115772","3.1","31","Near Triple S Farms,Gupta Complex 2","Vasant Vihar,"
"Bio Pharma Corporation","+ 91  9413495303","5.0","3","","Jammu"
"Godavri Pharma Surgicals","+ 91  9460235849","","0","Jammu & Kashmir","Jammu"
"Apple Pharma","+ 91  19184027128","3.8","5","Jammu HO","Jammu"
"ID Surgicals & Pharmaceuticals","+ 91  19172047484","2.0","1","Jammu Ho","Jammu"
"Accent Pharma","","4.6","4","Bari Brahmana","Jammu"
"Macmillon Pharma Limited","+ 91  19198962891","","0","Gandhinagar Jammu","Jammu"
"Macmillon Pharma Limited","+ 91  19134099573","","0","Gandhinagar Jammu","Jammu"
"4 Js Manpower Staffing Solution","+ 91  7835942309","","0","Link Road","Jammu"
"Dare 2 Fit Gym","+ 91  9099714566","4.8","63","Rehari","Jammu"
"Apple Pharma","+ 91  9260656164","3.8","2","City Chowk","Jammu"
"Indo Kashmir Surgical Corporation","+ 91  19150219807","3.0","2","Bakshi Nagar","Jammu"
"Noon 2 Nite","+ 91  7246439768","3.5","119","Gandhinagar Jammu","Jammu"
"Medley Pharma LTD - Lane -3","+ 91  019198548719","3.0","1","","Jammu"
"Godavri Pharma Surgicals","+ 91  9432656465","","0","Jammu & Kashmir","Jammu"
"Rohit Drugs Pharma Chemicals","+ 91  19179865332","5.0","2","Jammu Tawi","Jammu"
"Bio Pharma Corporation","+ 91  9497065552","5.0","3","","Jammu"
"Odell 4 Salon","+ 91  9656377752","3.3","20","Near By St Peters School","Jammu"
