"Name","Phone","Address"

"Lovely Agriculture Engg Works","+ 91  1882 224160","Afghan Road, Hoshiarpur - 146001, Chara Mandi"
"Lovely Fast Food","+ 91  1882 241475","Railway Road, Hoshiarpur - 146001, Near Shiv Mandir"
"Lovely Electronic","+ 91  9814098734","Near Civil Hospital,Kot Fathui, Hoshiarpur - 146001"
"Lovely Halwai","+ 91  9041896313","Vill Rajpur Bhayan, Hoshiarpur - 146001, Near Main Road"
"Lovely Electronics","+ 91  1882 239304","Chintpurni Road, Hoshiarpur - 146001, Banjar Bagh Chowk"
"Lovely Studio","+ 91  9815635792","Court Road, Hoshiarpur - 146001, Opp:-Sood & Sood"
"Lovely Opticals","+ 91  1882 232322","Railway Road, Hoshiarpur - 146001, Opposite Dena Bank"
"Lovely Gift Center","+ 91  9815081781","Railway Road, Hoshiarpur - 146001, near opp . sindh bank"
"Lovely hair cutting salon","+ 91  9417852278","Shop no 1, Tanda road old model town, Hoshiarpur - 146001, Near Roshan ground"
"Lovely Tent House","+ 91  9814543353","Bahadurpur Road, Hoshiarpur - 146001"
