"Name","Phone","Rating","Votes","Locality","City"
"Amar Products (India) Regd.","+ 91  18229578551","5.0","2","Phagwara HO","Phagwara"
"Sheel Agro Products","+ 91  9966417171","4.7","2","Near New Sabzi Mandi","Phagwara"
"Amar Products (India) Regd.","+ 91  182391684","5.0","2","Phagwara HO","Phagwara"
"Sanghera Agriculture And Dairy Farms","+ 91  9864663783","4.4","15","","Phagwara"
"Basra Dairy","+ 91  9876869712","3.4","10","Phagwara Sharki","Phagwara"
"Shiv Dairy","+ 91  018221120169","4.9","10","Near Baba Gadhiya","New Khalwara Gate"
"Mark Dairy","+ 91  9812312934","3.0","2","Satnampura","Phagwara"
"Om Health Care Products","+ 91  9517168473","5.0","4","Near Railway Fatak","Phagwara"
"Om Health Care Products","+ 91  9580855907","5.0","4","Near Railway Fatak","Phagwara"
"Om Health Care Products","+ 91  9581377163","5.0","4","Near Railway Fatak","Phagwara"
"Sanghera Agriculture And Dairy Farms","+ 91  9878086432","4.4","15","","Phagwara"
"Sanghera Agriculture And Dairy Farms","+ 91  9867960093","4.4","15","","Phagwara"
"Royal Dairy","+ 91  9948336636","5.0","3","Opposite Ambedkar Park","Phagwara"
"Dairy Vikaas Vibhag","+ 91  9880331259","5.0","6","","Phagwara"
"Basra Dairy","+ 91  984608076","3.4","10","Phagwara Sharki","Phagwara"
"Om Health Care Products","+ 91  9523929396","5.0","4","Near Railway Fatak","Phagwara"
"Mark Dairy","+ 91  985685962","3.0","2","Satnampura","Phagwara"
"Dairy Vikaas Vibhag","+ 91  9816042343","5.0","6","","Phagwara"
"Shiv Dairy","+ 91  018297847574","4.9","10","Near Baba Gadhiya","New Khalwara Gate"
"Surjit Dairy And General Store","+ 91  9838412905","4.4","14","","Phagwara"
"Shiv Dairy","+ 91  018252053531","4.9","10","Near Baba Gadhiya","New Khalwara Gate"
"Sheel Agro Products","+ 91  9934891238","4.7","2","Near New Sabzi Mandi","Phagwara"
"Sanghera Agriculture And Dairy Farms","+ 91  986189631","4.4","15","","Phagwara"
"Mark Dairy","+ 91  9831291444","3.0","2","Satnampura","Phagwara"
"Mark Dairy","+ 91  9882042766","3.0","2","Satnampura","Phagwara"
"Amar Products (India) Regd.","+ 91  18252719300","5.0","2","Phagwara HO","Phagwara"
"Royal Dairy","+ 91  9921763873","5.0","3","Opposite Ambedkar Park","Phagwara"
"Dairy Vikaas Vibhag","+ 91  9838032412","5.0","6","","Phagwara"
"Sanghera Agriculture And Dairy Farms","+ 91  9865254087","4.4","15","","Phagwara"
"Dairy Vikaas Vibhag","+ 91  9852917299","5.0","6","","Phagwara"
"Shiv Dairy","+ 91  018247722487","4.9","10","Near Baba Gadhiya","New Khalwara Gate"
"Royal Dairy","+ 91  9958699724","5.0","3","Opposite Ambedkar Park","Phagwara"
"Basra Dairy","+ 91  9812503","3.4","10","Phagwara Sharki","Phagwara"
"Surjit Dairy And General Store","+ 91  9821846292","4.4","14","","Phagwara"
"Om Health Care Products","+ 91  9518712358","5.0","4","Near Railway Fatak","Phagwara"
"Dairy Vikaas Vibhag","+ 91  9849462816","5.0","6","","Phagwara"
"Shiv Dairy","+ 91  018291437430","4.9","10","Near Baba Gadhiya","New Khalwara Gate"
"Surjit Dairy And General Store","+ 91  9825741177","4.4","14","","Phagwara"
"Sheel Agro Products","+ 91  994086734","4.7","2","Near New Sabzi Mandi","Phagwara"
"Basra Dairy","+ 91  9840900199","3.4","10","Phagwara Sharki","Phagwara"
"Royal Dairy","+ 91  9979491880","5.0","3","Opposite Ambedkar Park","Phagwara"
"Sheel Agro Products","+ 91  9984274175","4.7","2","Near New Sabzi Mandi","Phagwara"
"Basra Dairy","+ 91  9853371881","3.4","10","Phagwara Sharki","Phagwara"
"Surjit Dairy And General Store","+ 91  9880872464","4.4","14","","Phagwara"
"Amar Products (India) Regd.","+ 91  18251756090","5.0","2","Phagwara HO","Phagwara"
"Royal Dairy","+ 91  9964925389","5.0","3","Opposite Ambedkar Park","Phagwara"
"2 Spoon Cafeteria","+ 91  9932916459","4.2","8","Phagwara HO","Phagwara"
"Surjit Dairy And General Store","+ 91  9889323106","4.4","14","","Phagwara"
"Sheel Agro Products","+ 91  9972447177","4.7","2","Near New Sabzi Mandi","Phagwara"
"Amar Products (India) Regd.","+ 91  18216343685","5.0","2","Phagwara HO","Phagwara"
