"Name","Phone","Rating","Votes","Locality","City"
"Amar Products (India) Regd.","+ 91  18270669395","5.0","2","Phagwara HO","Phagwara"
"Amar Products (India) Regd.","+ 91  18269530295","5.0","2","Phagwara HO","Phagwara"
"Mark Dairy","+ 91  9850810929","3.0","2","Satnampura","Phagwara"
"Surjit Dairy And General Store","+ 91  9869529073","4.4","14","","Phagwara"
"2 Spoon Cafeteria","+ 91  9971133416","4.2","8","Phagwara HO","Phagwara"
"Om Health Care Products","+ 91  9594323748","5.0","4","Near Railway Fatak","Phagwara"
"Sanghera Agriculture And Dairy Farms","+ 91  9832764335","4.4","15","","Phagwara"
"Shiv Dairy","+ 91  018262349073","4.9","10","Near Baba Gadhiya","New Khalwara Gate"
"Mark Dairy","+ 91  9865845338","3.0","2","Satnampura","Phagwara"
"Sheel Agro Products","+ 91  9960091244","4.7","2","Near New Sabzi Mandi","Phagwara"
"Dairy Vikaas Vibhag","+ 91  987066113","5.0","6","","Phagwara"
"Royal Dairy","+ 91  9910949048","5.0","3","Opposite Ambedkar Park","Phagwara"
"Sanghera Agriculture And Dairy Farms","+ 91  9894889913","4.4","15","","Phagwara"
"Om Health Care Products","+ 91  9512811478","5.0","4","Near Railway Fatak","Phagwara"
"Basra Dairy","+ 91  9849881664","3.4","10","Phagwara Sharki","Phagwara"
"Surjit Dairy And General Store","+ 91  9889614441","4.4","14","","Phagwara"
"Shiv Dairy","+ 91  018233347463","4.9","10","Near Baba Gadhiya","New Khalwara Gate"
"Amar Products (India) Regd.","+ 91  1823836050","5.0","2","Phagwara HO","Phagwara"
"Sheel Agro Products","+ 91  9975547545","4.7","2","Near New Sabzi Mandi","Phagwara"
"Sheel Agro Products","+ 91  9951711643","4.7","2","Near New Sabzi Mandi","Phagwara"
"Royal Dairy","+ 91  9979184221","5.0","3","Opposite Ambedkar Park","Phagwara"
"Basra Dairy","+ 91  9872265323","3.4","10","Phagwara Sharki","Phagwara"
"Sanghera Agriculture And Dairy Farms","+ 91  9885896413","4.4","15","","Phagwara"
"Sanghera Agriculture And Dairy Farms","+ 91  9819979507","4.4","15","","Phagwara"
"Royal Dairy","+ 91  9933968100","5.0","3","Opposite Ambedkar Park","Phagwara"
"Royal Dairy","+ 91  9968626180","5.0","3","Opposite Ambedkar Park","Phagwara"
"Basra Dairy","+ 91  9831316715","3.4","10","Phagwara Sharki","Phagwara"
"Shiv Dairy","+ 91  018240407546","4.9","10","Near Baba Gadhiya","New Khalwara Gate"
"Shiv Dairy","+ 91  018247576490","4.9","10","Near Baba Gadhiya","New Khalwara Gate"
"Shiv Dairy","+ 91  018249305938","4.9","10","Near Baba Gadhiya","New Khalwara Gate"
"Sheel Agro Products","+ 91  9911380470","4.7","2","Near New Sabzi Mandi","Phagwara"
"Sheel Agro Products","+ 91  9929704312","4.7","2","Near New Sabzi Mandi","Phagwara"
"Om Health Care Products","+ 91  9556191546","5.0","4","Near Railway Fatak","Phagwara"
"Dairy Vikaas Vibhag","+ 91  9815597896","5.0","6","","Phagwara"
"Amar Products (India) Regd.","+ 91  18245967889","5.0","2","Phagwara HO","Phagwara"
"Sanghera Agriculture And Dairy Farms","+ 91  9811507922","4.4","15","","Phagwara"
"Dairy Vikaas Vibhag","+ 91  9896317447","5.0","6","","Phagwara"
"Surjit Dairy And General Store","+ 91  9816944574","4.4","14","","Phagwara"
"Om Health Care Products","+ 91  9577931429","5.0","4","Near Railway Fatak","Phagwara"
"Amar Products (India) Regd.","+ 91  18288166769","5.0","2","Phagwara HO","Phagwara"
"Dairy Vikaas Vibhag","+ 91  9861489732","5.0","6","","Phagwara"
"Royal Dairy","+ 91  9979203732","5.0","3","Opposite Ambedkar Park","Phagwara"
"Surjit Dairy And General Store","+ 91  9837865041","4.4","14","","Phagwara"
"Basra Dairy","+ 91  9882388635","3.4","10","Phagwara Sharki","Phagwara"
"Mark Dairy","+ 91  9828087647","3.0","2","Satnampura","Phagwara"
"Surjit Dairy And General Store","+ 91  983799381","4.4","14","","Phagwara"
"Basra Dairy","+ 91  9818837626","3.4","10","Phagwara Sharki","Phagwara"
"Mark Dairy","+ 91  9858576947","3.0","2","Satnampura","Phagwara"
"Dairy Vikaas Vibhag","+ 91  9828632596","5.0","6","","Phagwara"
"Om Health Care Products","+ 91  9560285431","5.0","4","Near Railway Fatak","Phagwara"
