"Name","Phone","Rating","Votes","Locality","City"
"Sardar Sweet Shop","+ 91  9839526637","4.0","205","Khudda","Hoshiarpur"
"Naresh Karyana Store","+ 91  7973052713","","0","Gardhiwala","Hoshiarpur"
"Muni Lal Karyana Storeeee","+ 91  7995647809","3.0","4","Miani","Hoshiarpur"
"Nitish Fruit Company","+ 91  9595204686","5.0","2","","Hoshiarpur"
"Khalsa Dairy & Grocary Shop","+ 91  9842539278","4.0","12","Urmar Tanda","Hoshiarpur"
"M S Health Care Soya Product","+ 91  953021027","","0","Darapur","Hoshiarpur"
"Rk Confectionery","+ 91  8678880597","4.2","10","Sham Chaurasi","Hoshiarpur"
"Bhupinder Karyana Store","+ 91  9468172808","4.2","37","","Hoshiarpur"
"Murliwala","+ 91  8657683838","4.5","2","Bharwain Road","Hoshiarpur"
"Public Dairy","+ 91  9068218779","3.9","36","Gaushala Bazar","Hoshiarpur"
"Inderjit Karyns Store","+ 91  9816266746","","0","Mukerian","Hoshiarpur"
"Ambala Chat Shop Pvt Ltd","+ 91  9241307689","4.0","845","HOshiarpur HO","Hoshiarpur"
"Shop N Save","+ 91  18815299169","4.4","131","Urmar Tanda","Hoshiarpur"
"Balvir Home Goods Store","+ 91  9965054566","","0","","Hoshiarpur"
"Akaal Dairy","+ 91  9576119847","","0","Hajipur","Hoshiarpur"
"Punjab Dairy","+ 91  9895639139","4.7","13","Handwal","Hoshiarpur"
"Natureway canteen","+ 91  9475572197","2.3","8","Ghogra","Hoshiarpur"
"Jassi Kirana Store","+ 91  904276896","3.8","20","Tiba Sahib Gurudwara","Hoshiarpur"
"Sharma Dairy & Sweet Shop","+ 91  8425181752","4.0","2","Dhanoa","Hoshiarpur"
"Umesh Arora Goldy Dairy","+ 91  8777888076","4.7","6","Old Talwara","Hoshiarpur"
"Ram Sweet Shop","+ 91  8515755744","4.5","226","","Hoshiarpur"
"Khanpurian Di Hatti","+ 91  9397502463","","0","Hoshiarpur Ho","Hoshiarpur"
"Chajju Ram & Sons","+ 91  18814693182","5.0","15","","Hoshiarpur"
"Punjsons Enterprises Hoshiarpur","+ 91  7381757151","3.0","6","Hoshiarpur HO","Hoshiarpur"
"Sharma Super Store","+ 91  9894043127","5.0","2","Harse Mansar","Hoshiarpur"
"Mycons Dairy Sweets & Pastry Shop","+ 91  9995911415","4.0","2","","Hoshiarpur"
"Tony Kariyana Store","+ 91  9853227190","","0","Bhangala","Hoshiarpur"
"Moolnivasi General Store","+ 91  9485877304","3.2","17","Padrana","Hoshiarpur"
"RCM Bazar","+ 91  9270021425","0.5","1","Hoshiarpur Ho","Hoshiarpur"
"Nresh Shop","+ 91  9843024217","","0","","Hoshiarpur"
"Easy Day Express","+ 91  9921667541","3.9","309","Hoshiarpur Ho","Hoshiarpur"
"Sharda Agro Foods","+ 91  9439274579","","0","Naushera Pattan","Hoshiarpur"
"Gurdeep kiranastore SAGGAL dasuya","+ 91  9533601313","3.8","8","Dasuya","Hoshiarpur"
"Ganpati Disposable","+ 91  9865633312","4.5","4","Urmar Tanda","Hoshiarpur"
"Hoshiarpur Sabji Mandi","+ 91  9437522595","3.6","596","","Hoshiarpur"
"Preet General Store","+ 91  9422692184","","0","","Hoshiarpur"
"Kamal Karyana Store Nd Recharge Point","+ 91  8262647368","","0","","Hoshiarpur"
"Mycons Dairy Sweets & Pastry Shop","+ 91  9998106006","4.0","2","","Hoshiarpur"
"Verka Milk Diary","+ 91  981242129","","0","Basiala","Hoshiarpur"
"Sharma Dairy","+ 91  8442102806","","0","Tanda","Hoshiarpur"
"MyCows Dairy Sweets and Pastry Shop","+ 91  9832838640","3.8","51","","Hoshiarpur"
"Sharma Sweet Shop","+ 91  9822187074","3.8","403","Saila Khurd","Hoshiarpur"
"Bubby Grossary Store","+ 91  7653884957","2.5","4","Dasuya","Hoshiarpur"
"Pal Dairy","+ 91  899694157","","0","Bershah","Hoshiarpur"
"Ramditta Mastan Chand Karayana Store","+ 91  8611468353","4.0","24","Garhshanker","Hoshiarpur"
"Ajay Karyana Store Sanghwal","+ 91  9884902940","","0","","Hoshiarpur"
"Umesh Kumar Goldy Dairy","+ 91  9445641478","3.9","23","Old Talwara","Hoshiarpur"
"Sharma Dairy","+ 91  9838024134","","0","Mukerian","Hoshiarpur"
"Khalsa Dairy & Grocary Shop","+ 91  9853525270","4.0","12","Urmar Tanda","Hoshiarpur"
"More For You","+ 91  8635673456","3.5","99","Kamalpur","Hoshiarpur"
"Sharma Sweet Shop","+ 91  9882549620","3.8","403","Saila Khurd","Hoshiarpur"
"Kuldeep And Rohan Kariaana Store","+ 91  9456098076","3.7","25","Datarpur","Hoshiarpur"
"Sabi Karriyana Store","+ 91  8146241374","3.7","34","","Hoshiarpur"
"Satish Karyana Store","+ 91  9427757879","4.8","17","Bhunga","Hoshiarpur"
"Saila Wale Di Mashoor Dukan","+ 91  9848181880","4.2","14","Kotfathui","Hoshiarpur"
"Malhi Dairy","+ 91  8141223651","","0","Ghoghra","Hoshiarpur"
"Mangi Motor","+ 91  9493588831","","0","Khanpur","Hoshiarpur"
"Mycons Dairy Sweets & Pastry Shop","+ 91  9957959379","4.0","2","","Hoshiarpur"
"Dhillon Dairy Farm","+ 91  9850346439","","0","","Hoshiarpur"
"Sharma Sweet Shop","+ 91  9893975404","3.8","403","Saila Khurd","Hoshiarpur"
"Pankaj Karyana Store","+ 91  9859313804","4.6","3","Hajipur","Hoshiarpur"
"Sood Enterprises","+ 91  8568301279","2.3","13","","Hoshiarpur"
"Osho Provision Store","+ 91  18848662669","3.8","51","Hoshiarpur Ho","Hoshiarpur"
"Thakur Dairy Shop","+ 91  9747803012","5.0","4","Bhangala","Hoshiarpur"
"Sardar Sweet Shop","+ 91  9848690408","4.0","205","Khudda","Hoshiarpur"
"Sainik Dairy","+ 91  9852861515","4.7","32","","Hoshiarpur"
"Shally Karyana Store","+ 91  7891939589","","0","Hoshiarpur HO","Hoshiarpur"
"Easy Day Club","+ 91  18888411863","4.0","158","Kamalpur","Hoshiarpur"
"Namdhari Super Store","+ 91  9835556260","4.3","22","Mukerian","Hoshiarpur"
"Budhu Mal Diwan Chand","+ 91  9878324272","3.5","21","Urmar Tanda","Hoshiarpur"
"Krishna Marriage Point","+ 91  9961038562","5.0","2","Gaushala Bazar","Hoshiarpur"
"Harmesh Enterprises","+ 91  9473729188","","0","Bulhowal","Hoshiarpur"
"Malhotra Grocery Store","+ 91  9177053459","5.0","2","Jalalpur","Hoshiarpur"
"Sobti Fruits & Vegetables","+ 91  9117292569","4.4","9","Bhangala","Hoshiarpur"
"MyCows Dairy Sweets and Pastry Shop","+ 91  9892761092","3.8","51","","Hoshiarpur"
"V Creation","+ 91  8261059612","5.0","4","","Hoshiarpur"
"Upkaar Dairy","+ 91  9325673716","4.5","14","Civil Lines","Ludhiana"
