"Name","Phone","Rating","Votes","Locality","City"
"Punjab Dairy","+ 91  9854716379","4.7","13","Handwal","Hoshiarpur"
"Verma Gernal Store","+ 91  9837262525","","0","","Hoshiarpur"
"Easy Day Club","+ 91  18873605537","4.0","158","Kamalpur","Hoshiarpur"
"Shinde Di Dairy..","+ 91  9895192247","4.3","42","","Hoshiarpur"
"Thandi Dairy Farm","+ 91  9937838411","5.0","1","Garhshanker","Hoshiarpur"
"Easyday Club","+ 91  9810426265","4.0","499","Urmar Tanda","Hoshiarpur"
"Moudgil Dairy Farm","+ 91  9730383852","3.8","16","Purhiran","Hoshiarpur"
"Rk Confectionery","+ 91  8685677841","4.2","10","Sham Chaurasi","Hoshiarpur"
"Karam Chand Mohan LAL And Sons","+ 91  18836211429","","0","Hoshiarpur Ho","Hoshiarpur"
"Jatinder Karyana Store","+ 91  98132712","3.0","12","Jhawan","Hoshiarpur"
"Preet General Store","+ 91  9476125466","","0","","Hoshiarpur"
"Muni Lal Karyana Storeeee","+ 91  7953837963","3.0","4","Miani","Hoshiarpur"
"RCM PUC","+ 91  9023820648","","0","Dasuya","Hoshiarpur"
"MyCows Dairy Sweets and Pastry Shop","+ 91  9878810498","3.8","51","","Hoshiarpur"
"Baba Fruits And Vegetables","+ 91  8423461673","","0","Bassi Kalan","Hoshiarpur"
"Hero Digital Lab","+ 91  9752985612","4.0","2","Dasuya","Hoshiarpur"
"Bains General Store","+ 91  974916178","","0","Hoshiarpur ho","Hoshiarpur"
"Nk Departmental Store","+ 91  9847057544","","0","Hoshiarpur HO","Hoshiarpur"
"Mycons Dairy Sweets & Pastry Shop","+ 91  9937362110","4.0","2","","Hoshiarpur"
"Easy Day Express","+ 91  9960197737","3.9","309","Hoshiarpur Ho","Hoshiarpur"
"Kamal dairy","+ 91  9688767041","4.7","12","Mahilpur","Hoshiarpur"
"Shally Karyana Store","+ 91  7883394958","","0","Hoshiarpur HO","Hoshiarpur"
"Dashmesh Sweets & Dairy Product","+ 91  9445206446","3.5","4","Hoshiarpur Ho","Hoshiarpur"
"PAL A Z DAIRY","+ 91  8965464999","4.0","6","Dasuya","Hoshiarpur"
"Rajputana Provision Store","+ 91  7070987925","","0","Model Town Hoshiarpur","Hoshiarpur"
"Verka Milk Diary","+ 91  9818326396","","0","Basiala","Hoshiarpur"
"Mandeep Grocery Store","+ 91  9428906336","4.3","13","","Hoshiarpur"
"Dashmesh Sweets & Dairy Product","+ 91  9437751263","3.5","4","Hoshiarpur Ho","Hoshiarpur"
"Dairy farm taran (Closed down)","","","0","Hoshiarpur Ho","Hoshiarpur"
"Rai Sahib Farm House","+ 91  9433250752","3.6","11","","Hoshiarpur"
"Balwinder Singh Grocery Store","+ 91  9897378908","5.0","2","Purhiran","Hoshiarpur"
"Sham Gernal Store","+ 91  9898343045","","0","Bassi Daulat Khan","Hoshiarpur"
"Mangi Motor","+ 91  9434404001","","0","Khanpur","Hoshiarpur"
"Tarsem Lal & Sons Kirana Store","+ 91  9860964715","","0","","Hoshiarpur"
"Novilty General Store","+ 91  9544253413","3.8","9","","Hoshiarpur"
"New Bhalla Provisional Store","+ 91  9811476670","4.6","5","Hariana","Hoshiarpur"
"rohit karyana store","+ 91  9877773933","5.0","2","Old Talwara","Hoshiarpur"
"Saila Wale Di Mashoor Dukan","+ 91  9874430843","4.2","14","Kotfathui","Hoshiarpur"
"Sharma Dairy","+ 91  18814682345","4.1","130","Hoshiarpur Ho","Hoshiarpur"
"Ajay Karyana Store Sanghwal","+ 91  9868333747","","0","","Hoshiarpur"
"Public Dairy","+ 91  9037920486","3.9","36","Gaushala Bazar","Hoshiarpur"
"Guru Nanak Dairy And Grocery Products","+ 91  987968748","5.0","4","Tanda","Hoshiarpur"
"Sobti Fruits & Vegetables","+ 91  918109508","4.4","9","Bhangala","Hoshiarpur"
"Easy Day Club","+ 91  9094490779","4.0","130","Near Gulati Hospital","Hoshiarpur"
"Anmol Dairy","+ 91  8469216414","","0","Dasuya","Hoshiarpur"
"Dilbag Milky Sweets","+ 91  018874828101","4.0","1","Kamalpur","Hoshiarpur"
"Budh Ram & Co Shop No 7","+ 91  9424600493","","0","","Hoshiarpur"
"Hari Cold Store","+ 91  188278989186","3.0","1","Hoshiarpur Ho","Hoshiarpur"
"Patanjali Distributor store","+ 91  9833804527","4.4","14","Dasuya","Hoshiarpur"
"Balvir Home Goods Store","+ 91  9976453789","","0","","Hoshiarpur"
"Gurdeep Kirana Store","+ 91  9579088443","3.4","5","Panwan","Hoshiarpur"
"U.S. Karyana Store","+ 91  8561507842","5.0","2","","Hoshiarpur"
"Mycons Dairy Sweets & Pastry Shop","+ 91  9913596829","4.0","2","","Hoshiarpur"
"Hoshiarpur Sabji Mandi","+ 91  9477905116","3.6","596","","Hoshiarpur"
"Navdeep Singh Saini","+ 91  7078916910","5.0","4","Dasuya","Hoshiarpur"
"Umesh Kumar Goldy Dairy","+ 91  9485336675","3.9","23","Old Talwara","Hoshiarpur"
"Malhi Dairy","+ 91  8182163479","","0","Ghoghra","Hoshiarpur"
"Lala Buti Mal Siri Krishan Dass SUD","+ 91  1881085357","3.4","4","Hoshiarpur Ho","Hoshiarpur"
"Khanpurian Di Hatti","+ 91  9382435758","","0","Hoshiarpur Ho","Hoshiarpur"
"Budhu Mal Diwan Chand","+ 91  9851731476","3.5","21","Urmar Tanda","Hoshiarpur"
"Dilbag Dairy Farm","+ 91  984263421","","0","","Hoshiarpur"
"Tek Chand Hemraj","+ 91  9869176485","5.0","3","Hoshiarpur Ho","Hoshiarpur"
"Gurdeep kiranastore SAGGAL dasuya","+ 91  9514811107","3.8","8","Dasuya","Hoshiarpur"
"Surinder Goods Carrier","+ 91  9473367837","","0","Talwara Township","Hoshiarpur"
"Jaimal Gernal Store","+ 91  9928626075","3.0","6","Nangal Bihalan","Hoshiarpur"
"Dhillon Dairy Farm","+ 91  9721892329","","0","Meghowal","Hoshiarpur"
"Pankaj Karyana Store","+ 91  9815732963","4.6","3","Hajipur","Hoshiarpur"
"Mohit General Store","+ 91  9866360094","","0","HOshiarpur HO","Hoshiarpur"
"Sharma Dairy","+ 91  8856712021","4.1","8","Bhangala","Hoshiarpur"
"Sahota Grocery","+ 91  9890842266","3.5","1","Garhshanker","Hoshiarpur"
"Dev Kriana Store","+ 91  984658810","4.1","18","","Hoshiarpur"
"Chajju Ram & Sons","+ 91  18859392354","5.0","15","","Hoshiarpur"
"V Creation","+ 91  8295495260","5.0","4","","Hoshiarpur"
"Krishna Super Store","+ 91  941568876","5.0","2","Near S D School For Boys","Hoshiarpur"
"RCM Bazar","+ 91  9254902194","0.5","1","Hoshiarpur Ho","Hoshiarpur"
"Shri Guru Amardas Dairy Farm","+ 91  9455320029","5.0","16","Mukerian","Hoshiarpur"
"Sharda Agro Foods","+ 91  9492075291","","0","Naushera Pattan","Hoshiarpur"
"Gill Dairy","+ 91  8992006331","5.0","9","","Hoshiarpur"
"Yamini Provision Store","+ 91  18842770707","","0","Hoshiarpur Ho","Hoshiarpur"
"Naresh Karyana Store","+ 91  7953210948","","0","Gardhiwala","Hoshiarpur"
"Murliwala","+ 91  8654577621","4.5","2","Bharwain Road","Hoshiarpur"
"Khalsa Ghee Store","+ 91  18859524112","","0","Hoshiarpur Ho","Hoshiarpur"
"Vedaherbalstore","+ 91  9898031043","","0","Mukerian","Hoshiarpur"
"Randeep Kirana Store","+ 91  7033784204","4.5","4","Nangal Bihalan","Hoshiarpur"
"Sharma Dairy","+ 91  9947549720","","0","Hoshiarpur HO","Hoshiarpur"
"Dairy farm taran (Closed down)","","","0","Hoshiarpur Ho","Hoshiarpur"
"Sharma Dairy","+ 91  18859742488","4.1","130","Hoshiarpur Ho","Hoshiarpur"
"Rs Provision Store","+ 91  18857836260","","0","Hoshiarpur HO","Hoshiarpur"
"Khalsa Dairy & Grocary Shop","+ 91  9814925010","4.0","12","Urmar Tanda","Hoshiarpur"
"Thakur Photostat & Document Centre","+ 91  9894330353","5.0","8","Bhangala","Hoshiarpur"
"Guru Nanak Dairy And Grocery Products","+ 91  9833667742","5.0","4","Tanda","Hoshiarpur"
"Thakur Dairy Shop","+ 91  9752684804","5.0","4","Bhangala","Hoshiarpur"
"Ganpati Disposable","+ 91  9869087982","4.5","4","Urmar Tanda","Hoshiarpur"
"Sadana Shop","+ 91  9462706467","5.0","2","Talwandi Sallan","Hoshiarpur"
"Sharma Dairy","+ 91  9873974330","","0","Mukerian","Hoshiarpur"
"Sandhu Market","+ 91  9557320101","3.6","7","","Hoshiarpur"
"R.K Savdeshi Kandra","+ 91  7899329751","4.8","7","Sham Chaurasi","Hoshiarpur"
"Satish Karyana Store","+ 91  9424857807","4.8","17","Bhunga","Hoshiarpur"
"Dashmesh Sweets & Dairy Product","+ 91  9464863633","3.5","4","Hoshiarpur Ho","Hoshiarpur"
"Sarbjit Kriiyana Store","+ 91  9779840682","4.1","14","Zahura","Hoshiarpur"
"Lords Department Store","+ 91  1883954350","3.6","5","Hoshiarpur Ho","Hoshiarpur"
"Hanu Confectionery","+ 91  9999269568","","0","HOshiarpur HO","Hoshiarpur"
"Gidda General Store","+ 91  8484946421","5.0","9","","Hoshiarpur"
"MyCows Dairy Sweets and Pastry Shop","+ 91  9856436461","3.8","51","","Hoshiarpur"
"Singh Brothers Dairy","+ 91  941062704","","0","Mukerian","Hoshiarpur"
"Vro Enterprises","+ 91  9165902204","3.9","56","Kalyan City","Mumbai"
"Malhi Dairy","+ 91  8114136714","","0","Ghoghra","Hoshiarpur"
"Novilty General Store","+ 91  9510813386","3.8","20","","Hoshiarpur"
"Punjsons Enterprises Hoshiarpur","+ 91  7322088682","3.0","6","Hoshiarpur HO","Hoshiarpur"
"The Smart Grocery House","+ 91  7057874186","2.0","3","","Hoshiarpur"
"Kumar Dairy","+ 91  9789342579","","0","Mukerian","Hoshiarpur"
