"Name","Phone","Rating","Votes","Locality","City"
"Punjsons Enterprises Hoshiarpur","+ 91  7390754327","3.0","6","Hoshiarpur HO","Hoshiarpur"
"Balvir Home Goods Store","+ 91  9969666791","","0","","Hoshiarpur"
"Vijaya Vallabh Provision Stores","+ 91  18878850223","","0","Hoshiarpur Ho","Hoshiarpur"
"Labhu Ram Kriyana Store","+ 91  9447236211","","0","","Hoshiarpur"
"Easy Day Club","+ 91  9082705690","4.0","130","Near Gulati Hospital","Hoshiarpur"
"Moudgil Dairy Farm","+ 91  9712465993","3.8","16","Purhiran","Hoshiarpur"
"Harmesh Enterprises","+ 91  9415266024","","0","Bulhowal","Hoshiarpur"
"Upkaar Dairy","+ 91  9362845760","4.5","14","Civil Lines","Ludhiana"
"Garg Villa","+ 91  9776660399","4.7","7","","Hoshiarpur"
"Kamal dairy","+ 91  9660610108","4.7","12","Mahilpur","Hoshiarpur"
"Sabi Karriyana Store","+ 91  8188616894","3.7","34","","Hoshiarpur"
"Sharda Agro Foods","+ 91  9483479331","","0","Naushera Pattan","Hoshiarpur"
"Pal Dairy","+ 91  8910389012","","0","Bershah","Hoshiarpur"
"Bhagwti Namkeen Bhandar Mukerian Hoshiyarpur","+ 91  804637173","1.0","2","","Hoshiarpur"
"Novilty General Store","+ 91  9569971280","3.8","9","","Hoshiarpur"
"More For You","+ 91  8631819613","3.5","99","Kamalpur","Hoshiarpur"
"Dilbag Dairy Farm","+ 91  9856466401","","0","","Hoshiarpur"
"Shop N Save","+ 91  18822704424","4.4","131","Urmar Tanda","Hoshiarpur"
"Hari Cold Store","+ 91  188270327411","3.0","1","Hoshiarpur Ho","Hoshiarpur"
"Loi Grocery Store & Telecom","+ 91  942718115","5.0","1","Pandori Ganga Singh","Hoshiarpur"
"Hoshiarpur Sabji Mandi","+ 91  9460752092","3.6","596","","Hoshiarpur"
"Khalsa Dairy & Grocary Shop","+ 91  9876497550","4.0","12","Urmar Tanda","Hoshiarpur"
"Novilty General Store","+ 91  952836416","3.8","20","","Hoshiarpur"
"Nitish Fruit Company","+ 91  9566500208","5.0","2","","Hoshiarpur"
"Thakur Dairy Shop","+ 91  971044125","5.0","4","Bhangala","Hoshiarpur"
"Easy Day Express","+ 91  9813241208","4.1","196","Tanda","Hoshiarpur"
"Sainik Dairy","+ 91  9887458421","4.7","32","","Hoshiarpur"
"Lords Department Store","+ 91  18826619651","3.6","5","Hoshiarpur Ho","Hoshiarpur"
"PAL A Z DAIRY","+ 91  8964121324","4.0","6","Dasuya","Hoshiarpur"
"Ambala Chat Shop Pvt Ltd","+ 91  9214909127","4.0","845","HOshiarpur HO","Hoshiarpur"
"Mycons Dairy Sweets & Pastry Shop","+ 91  992231874","4.0","2","","Hoshiarpur"
"Verka Milk Diary","+ 91  9839429997","","0","Basiala","Hoshiarpur"
"Sharma Dairy","+ 91  8466952394","","0","Tanda","Hoshiarpur"
"Sadana Shop","+ 91  9411504757","5.0","2","Talwandi Sallan","Hoshiarpur"
"Jaswal Car Bazar","+ 91  9835751634","","0","","Hoshiarpur"
"Air Marketing Service","+ 91  9530241878","","0","","Hoshiarpur"
"Malhotra Grocery Store","+ 91  9185401447","5.0","2","Jalalpur","Hoshiarpur"
"Sharma Agencies","+ 91  8845952449","","0","","Hoshiarpur"
"Akaal Dairy","+ 91  9569800652","","0","Hajipur","Hoshiarpur"
"Mohit General Store","+ 91  9854490190","","0","HOshiarpur HO","Hoshiarpur"
"Patanjali Distributor store","+ 91  9813837437","4.4","14","Dasuya","Hoshiarpur"
"Natureway canteen","+ 91  942601595","2.3","8","Ghogra","Hoshiarpur"
"Pankaj Karyana Store","+ 91  9859762120","4.6","3","Hajipur","Hoshiarpur"
"Tony Kariyana Store","+ 91  9868665300","","0","Bhangala","Hoshiarpur"
"Namdhari Super Store","+ 91  9832493223","4.3","22","Mukerian","Hoshiarpur"
"Karam Chand Mohan LAL And Sons","+ 91  1888938539","","0","Hoshiarpur Ho","Hoshiarpur"
"Khalsa Ghee Store","+ 91  18874375774","","0","Hoshiarpur Ho","Hoshiarpur"
"Bhupinder Karyana Store","+ 91  9460137953","4.2","37","","Hoshiarpur"
"Jatinder Karyana Store","+ 91  981442135","3.0","12","Jhawan","Hoshiarpur"
"Thandi Dairy Farm","+ 91  9983592635","5.0","1","Garhshanker","Hoshiarpur"
"Dashmesh Sweets & Dairy Product","+ 91  9414854590","3.5","4","Hoshiarpur Ho","Hoshiarpur"
"Aggarwal Traders","+ 91  9449783488","3.5","4","Hoshiarpur HO","Hoshiarpur"
"Moolnivasi General Store","+ 91  9457458325","3.2","17","Padrana","Hoshiarpur"
"Jassi Kirana Store","+ 91  9021875038","3.8","20","Tiba Sahib Gurudwara","Hoshiarpur"
"Maa Durga dairy","+ 91  7631025590","","0","Mahilpur","Hoshiarpur"
"Sharma Dairy & Sweet Shop","+ 91  8481807632","4.0","2","Dhanoa","Hoshiarpur"
"Super Mart","+ 91  9778979431","4.2","62","Miani","Hoshiarpur"
"Verma Gernal Store","+ 91  9828156642","","0","","Hoshiarpur"
"Gurdeep Kirana Store","+ 91  9527578170","3.4","5","Panwan","Hoshiarpur"
"R.K Savdeshi Kandra","+ 91  7890437646","4.8","7","Sham Chaurasi","Hoshiarpur"
"Gurdeep kiranastore SAGGAL dasuya","+ 91  958418505","3.8","8","Dasuya","Hoshiarpur"
"Ramditta Mastan Chand Karayana Store","+ 91  864546283","4.0","24","Garhshanker","Hoshiarpur"
"Dhillon Dairy Farm","+ 91  9785538114","","0","Meghowal","Hoshiarpur"
"Sharma Dairy & Sweet Shop","+ 91  8448358798","4.0","2","Dhanoa","Hoshiarpur"
"Kaushal General Store","+ 91  9898004219","3.7","31","Sandhra","Hoshiarpur"
"Easy Day Express","+ 91  9951738218","3.9","309","Hoshiarpur Ho","Hoshiarpur"
"Vinod Kirana Store","+ 91  9573891760","4.3","31","Randhawa Brotta","Hoshiarpur"
"Nk Departmental Store","+ 91  986748620","","0","Hoshiarpur HO","Hoshiarpur"
"Surinder Mohan Naresh Kumar","+ 91  18819959744","","0","Hoshiarpur Ho","Hoshiarpur"
"Gurdeep Singh Kirana Store","+ 91  18829700861","4.5","1","Hoshiarpur Ho","Hoshiarpur"
"Rk Confectionery","+ 91  8620836965","4.2","10","Sham Chaurasi","Hoshiarpur"
"Surjit Karyana Store","+ 91  9882064430","","0","Todarpur","Hoshiarpur"
"Balwinder Singh Grocery Store","+ 91  9853019845","5.0","2","Purhiran","Hoshiarpur"
"Inderjit Karyns Store","+ 91  9867435846","","0","Mukerian","Hoshiarpur"
"Satish Karyana Store","+ 91  9462332153","4.8","17","Bhunga","Hoshiarpur"
"Jaimal Gernal Store","+ 91  9938736750","3.0","6","Nangal Bihalan","Hoshiarpur"
"Gill Dairy","+ 91  8973860167","5.0","9","","Hoshiarpur"
"Roshan Lal Ashwani Kumar Karyana Merchants","+ 91  9490679777","","0","","Hoshiarpur"
"M S Health Care Soya Product","+ 91  9587338157","","0","Darapur","Hoshiarpur"
"Budhu Mal Diwan Chand","+ 91  9871596833","3.5","21","Urmar Tanda","Hoshiarpur"
"Shally Karyana Store","+ 91  7850299393","","0","Hoshiarpur HO","Hoshiarpur"
"Khalsa Dairy & Grocary Shop","+ 91  9851720920","4.0","12","Urmar Tanda","Hoshiarpur"
"Navdeep Singh Saini","+ 91  7049668938","5.0","4","Dasuya","Hoshiarpur"
"Budh Ram & Co Shop No 7","+ 91  9445588758","","0","","Hoshiarpur"
"Cheema Courier Service","+ 91  9889476555","","0","Mahilpur","Hoshiarpur"
"Chauhan Milk Agency","+ 91  9087556766","","0","Near Sabzi Mandi ","Hoshiarpur"
"Singh Brothers Dairy","+ 91  9419034529","","0","Mukerian","Hoshiarpur"
"Dilbag Milky Sweets","+ 91  018891004818","4.0","1","Kamalpur","Hoshiarpur"
"Mycons Dairy Sweets & Pastry Shop","+ 91  9972545726","4.0","2","","Hoshiarpur"
"The Smart Grocery House","+ 91  7015469706","2.0","3","","Hoshiarpur"
"Daman Dairy Farm","+ 91  8417691868","","0","","Hoshiarpur"
"V Creation","+ 91  8289804460","5.0","4","","Hoshiarpur"
"Sahota Grocery","+ 91  9844584428","3.5","1","Garhshanker","Hoshiarpur"
"Randeep Kirana Store","+ 91  7016849913","4.5","4","Nangal Bihalan","Hoshiarpur"
"Malhi Dairy","+ 91  8148588102","","0","Ghoghra","Hoshiarpur"
"Khalsa Karyana Store","+ 91  9466620420","4.4","10","Bhangala","Hoshiarpur"
"Happy Traders","+ 91  9848224567","5.0","2","Gardhiwala","Hoshiarpur"
"Guru Nanak Dairy And Grocery Products","+ 91  9833717843","5.0","4","Tanda","Hoshiarpur"
"Murliwala","+ 91  8626256207","4.5","2","Bharwain Road","Hoshiarpur"
"Rajputana Provision Store","+ 91  7061357485","","0","Model Town Hoshiarpur","Hoshiarpur"
"Sharma Dairy","+ 91  9966680633","","0","Hoshiarpur HO","Hoshiarpur"
"Kamal Karyana Store Nd Recharge Point","+ 91  8235452544","","0","","Hoshiarpur"
"Thakur Photostat & Document Centre","+ 91  9812988666","5.0","8","Bhangala","Hoshiarpur"
"Right Price Store","+ 91  9851116804","","0","","Hoshiarpur"
"Sharma Dairy","+ 91  8817746625","4.1","8","Bhangala","Hoshiarpur"
"Yamini Provision Store","+ 91  18823069918","","0","Hoshiarpur Ho","Hoshiarpur"
"Lala Buti Mal Siri Krishan Dass SUD","+ 91  18825421277","3.4","4","Hoshiarpur Ho","Hoshiarpur"
"Muni Lal Karyana Storeeee","+ 91  797617420","3.0","4","Miani","Hoshiarpur"
"Punjab Dairy","+ 91  98714089","4.7","13","Handwal","Hoshiarpur"
"Shinde Di Dairy..","+ 91  9881564957","4.3","42","","Hoshiarpur"
"MyCows Dairy Sweets and Pastry Shop","+ 91  9875181258","3.8","51","","Hoshiarpur"
"Sarbjit Kriiyana Store","+ 91  9779999963","4.1","14","Zahura","Hoshiarpur"
"Baba Fruits And Vegetables","+ 91  84437333","","0","Bassi Kalan","Hoshiarpur"
"Dev Kriana Store","+ 91  9877640180","4.1","18","","Hoshiarpur"
"Tarsem Lal & Sons Kirana Store","+ 91  9837813161","","0","","Hoshiarpur"
"Bubby Grossary Store","+ 91  769000960","2.5","4","Dasuya","Hoshiarpur"
"Sandhu Market","+ 91  9517625541","3.6","7","","Hoshiarpur"
"Anmol Dairy","+ 91  84383981","","0","Dasuya","Hoshiarpur"
"Mithu Vegetable","+ 91  9095387290","","0","Gardhiwala","Hoshiarpur"
"Kumar Dairy","+ 91  9736913771","","0","Mukerian","Hoshiarpur"
"Bakshi Shop","+ 91  9486369275","4.3","16","","Hoshiarpur"
"Sharma Sweet Shop","+ 91  9810218536","3.8","403","Saila Khurd","Hoshiarpur"
"Osho Provision Store","+ 91  18895738207","3.8","51","Hoshiarpur Ho","Hoshiarpur"
"Salgotra Grocery Store","+ 91  9764351528","4.3","2","Dasuya","Hoshiarpur"
"Inderjit Kirana Store","+ 91  18856255066","","0","Hoshiarpur Ho","Hoshiarpur"
"Khanpurian Di Hatti","+ 91  9350822365","","0","Hoshiarpur Ho","Hoshiarpur"
"Namdhari Dairy","+ 91  8538738253","3.6","28","Khichian","Hoshiarpur"
"Parmar Dairy","+ 91  9571822804","","0","Near Amroh Village","Hoshiarpur"
"Saila Wale Di Mashoor Dukan","+ 91  987922215","4.2","14","Kotfathui","Hoshiarpur"
"Bains General Store","+ 91  9795202246","","0","Hoshiarpur ho","Hoshiarpur"
"Sobti Fruits & Vegetables","+ 91  9145806044","4.4","9","Bhangala","Hoshiarpur"
"Rai Sahib Farm House","+ 91  945568505","3.6","11","","Hoshiarpur"
"Gurunanak Market","+ 91  9457879562","4.3","3","Mahilpur","Hoshiarpur"
"Sukhdeep Pick UP Center","+ 91  9468894444","","0","Tanda","Hoshiarpur"
"Easy Day Club","+ 91  18884939837","4.0","158","Kamalpur","Hoshiarpur"
"Sardar Sweet Shop","+ 91  9898795197","4.0","205","Khudda","Hoshiarpur"
