"Name","Phone","Rating","Votes","Locality","City"
"L K G Retail","+ 91  18850926607","","0","Hoshiarpur HO","Hoshiarpur"
"Posi Dairy Farm","+ 91  8680607249","","0","","Hoshiarpur"
"Sham Gernal Store","+ 91  9886846259","","0","Bassi Daulat Khan","Hoshiarpur"
"Kkm Shop","+ 91  8263630332","","0","Patti","Hoshiarpur"
"Arun Taneja Punjab Mill Store","+ 91  18882706501","","0","Kamalpur","Hoshiarpur"
"Easy Day Express","+ 91  8146058578","4.0","45","Dala","Hoshiarpur"
"Mandeep Grocery Store","+ 91  9472958006","4.3","13","","Hoshiarpur"
"Kuldeep And Rohan Kariaana Store","+ 91  9486268708","3.7","25","Datarpur","Hoshiarpur"
"Saini Dairy","+ 91  7518197870","5.0","15","Barian Kalan","Hoshiarpur"
"Jain Ji Bhujia Wale","+ 91  9820753350","4.5","6","Mukerian","Hoshiarpur"
"Ds Dairy Farm","+ 91  9730634911","","0","Fateh Pur Khurd","Hoshiarpur"
"Tek Chand Hemraj","+ 91  9856402019","5.0","3","Hoshiarpur Ho","Hoshiarpur"
"Hanu Confectionery","+ 91  9934590638","","0","HOshiarpur HO","Hoshiarpur"
"Rs Provision Store","+ 91  18831020291","","0","Hoshiarpur HO","Hoshiarpur"
"Balvir Ram","+ 91  9973621439","","0","Nangal Kalan","Hoshiarpur"
"Preet General Store","+ 91  9444268124","","0","","Hoshiarpur"
"Sharma Dairy","+ 91  9895771761","","0","Mukerian","Hoshiarpur"
"Vro Enterprises","+ 91  9149504659","3.9","56","Kalyan City","Mumbai"
"Dhillon Dairy Farm","+ 91  9892813124","","0","","Hoshiarpur"
"Vedaherbalstore","+ 91  9837380074","","0","Mukerian","Hoshiarpur"
"Public Dairy","+ 91  901136501","3.9","36","Gaushala Bazar","Hoshiarpur"
"Ajay Karyana Store Sanghwal","+ 91  9897060985","","0","","Hoshiarpur"
"RCM PUC","+ 91  9031548087","","0","Dasuya","Hoshiarpur"
"RCM Bazar","+ 91  9223021510","0.5","1","Hoshiarpur Ho","Hoshiarpur"
"Ganpati Disposable","+ 91  9858690687","4.5","4","Urmar Tanda","Hoshiarpur"
"Krishna Marriage Point","+ 91  9950848068","5.0","2","Gaushala Bazar","Hoshiarpur"
"Mangi Motor","+ 91  9437784565","","0","Khanpur","Hoshiarpur"
"Krishna Super Store","+ 91  9497321921","5.0","2","Near S D School For Boys","Hoshiarpur"
"Punjab Mill Store","+ 91  188582023","","0","Hoshiarpur Ho","Hoshiarpur"
"Hero Digital Lab","+ 91  9751854799","4.0","2","Dasuya","Hoshiarpur"
"Deotsidh Enterprises","+ 91  981671140","","0","Tanda Ram Sahai","Hoshiarpur"
"Thakur Dairy Shop","+ 91  9758446071","5.0","4","Bhangala","Hoshiarpur"
"Dairy farm taran (Closed down)","","","0","Hoshiarpur Ho","Hoshiarpur"
"Naresh Karyana Store","+ 91  7913452800","","0","Gardhiwala","Hoshiarpur"
"U.S. Karyana Store","+ 91  854865925","5.0","2","","Hoshiarpur"
"Bittu Welding Shop","+ 91  8151728957","","0","Bassi Wajid","Hoshiarpur"
"Chajju Ram & Sons","+ 91  1884877164","5.0","15","","Hoshiarpur"
"Easyday Club","+ 91  9850284376","4.0","499","Urmar Tanda","Hoshiarpur"
"MyCows Dairy Sweets and Pastry Shop","+ 91  9839094126","3.8","51","","Hoshiarpur"
"nela singh omkar singh dairy farm","+ 91  8661784649","","0","HOshiarpur HO","Hoshiarpur"
